site,census,code,genus,species,n10m,s10m,t10m,r10m,f10m,l10m,u10m,n100m,s100m,t100m,r100m,f100m,l100m,u100m
Lambir,1992-1997,lam,Diospyros,graciliflora,133,123,5.192,1.506,1.427,0.809,2.495,4,4,5.146,0,0.763,0.185,3.285
Lambir,1992-1997,lam,Diospyros,hallieri,8,7,5.358,2.492,1.536,0.44,4.819,2,2,5.521,0,0.808,0.149,3.908
Lambir,1992-1997,lam,Diospyros,longiciliata,97,95,4.467,0.466,0.701,0.282,1.663,2,2,4.491,0,0.823,0.166,3.428
Lambir,1992-1997,lam,Diospyros,malaccensis,412,398,4.616,0.749,0.792,0.487,1.206,48,44,4.7,1.851,1.406,0.508,3.108
Lambir,1992-1997,lam,Diospyros,mindanensis,2137,2071,4.815,0.651,0.667,0.527,0.826,25,23,4.99,1.671,1.142,0.329,3.4
Lambir,1992-1997,lam,Diospyros,muricata,499,483,4.922,0.662,0.703,0.414,1.073,18,18,4.792,0,0.596,0.134,2.2
Lambir,1992-1997,lam,Diospyros,nidus-avis,62,59,5.195,0.955,1.065,0.448,2.258,12,12,5.139,0,0.645,0.154,2.501
Lambir,1992-1997,lam,Diospyros,pendula,587,565,5.086,0.751,0.78,0.537,1.108,40,39,5.049,0.501,0.658,0.182,1.963
Lambir,1992-1997,lam,Diospyros,pilosanthera,37,36,5.495,0.499,0.904,0.275,2.159,9,9,5.475,0,0.665,0.152,2.682
Lambir,1992-1997,lam,Diospyros,puncticulosa,31,28,4.855,2.096,1.69,0.583,3.904,8,7,5.187,2.574,1.171,0.299,4.402
Lambir,1992-1997,lam,Diospyros,rigida,164,155,4.873,1.158,1.157,0.629,1.988,22,22,5.058,0,0.558,0.113,1.924
Lambir,1992-1997,lam,Diospyros,rufa,102,98,4.649,0.86,0.961,0.417,1.911,9,9,4.903,0,0.675,0.148,2.774
Lambir,1992-1997,lam,Diospyros,sarawakana,86,85,4.804,0.243,0.615,0.222,1.451,16,13,5.02,4.137,2.104,0.66,5.788
Lambir,1992-1997,lam,Diospyros,setosa,139,136,4.558,0.479,0.662,0.292,1.298,2,2,4.91,0,0.79,0.163,3.562
Lambir,1992-1997,lam,Diospyros,sumatrana,665,634,4.835,0.987,1.003,0.697,1.364,3,3,5.411,0,0.736,0.16,3.805
Lambir,1992-1997,lam,Diospyros,toposioides,47,46,5.485,0.392,0.75,0.27,1.97,3,2,5.458,7.428,1.485,0.322,6.472
Lambir,1992-1997,lam,Diospyros,wallichii,33,33,5.342,0,0.686,0.202,1.776,4,4,5.372,0,0.801,0.165,3.212
Lambir,1992-1997,lam,Diplospora,beccariana,43,34,4.821,4.871,3.692,1.791,6.814,9,8,4.851,2.428,1.146,0.263,3.936
Lambir,1992-1997,lam,Diplospora,malaccensis,1,1,4.531,0,1.361,0.316,5.463,1,1,4.531,0,0.83,0.203,4.226
Lambir,1992-1997,lam,Dipterocarpus,acutangulus,39,39,5.293,0,0.654,0.214,1.859,39,35,5.192,2.084,1.526,0.579,3.46
Lambir,1992-1997,lam,Dipterocarpus,caudatus,1,1,5.049,0,1.228,0.365,4.768,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Dipterocarpus,confertus,261,234,5.326,2.05,1.974,1.334,2.799,54,53,5.343,0.35,0.548,0.164,1.493
Lambir,1992-1997,lam,Dipterocarpus,crinitus,334,320,4.982,0.86,0.885,0.536,1.392,52,51,4.912,0.395,0.572,0.172,1.623
Lambir,1992-1997,lam,Dipterocarpus,geniculatus,274,261,4.741,1.025,1.041,0.585,1.635,64,63,4.795,0.328,0.523,0.15,1.413
Lambir,1992-1997,lam,Dipterocarpus,globosus,2359,2237,4.809,1.104,1.099,0.917,1.309,646,639,4.791,0.227,0.273,0.142,0.48
Lambir,1992-1997,lam,Dipterocarpus,kunstleri,66,64,5.59,0.551,0.766,0.315,1.716,11,11,5.565,0,0.647,0.144,2.414
Lambir,1992-1997,lam,Dipterocarpus,nudus,0,0,NA,NA,NA,NA,NA,1,1,5.347,0,0.885,0.188,3.935
Lambir,1992-1997,lam,Dipterocarpus,palembanicus,362,355,5.17,0.378,0.477,0.248,0.788,42,42,5.14,0,0.433,0.114,1.313
Lambir,1992-1997,lam,Dipterocarpus,palembanicus,191,178,5.276,1.336,1.295,0.731,2.094,42,41,5.13,0.47,0.638,0.201,1.723
Lambir,1992-1997,lam,Dracontomelon,dao,0,0,NA,NA,NA,NA,NA,1,1,5.21,0,0.879,0.165,3.963
Lambir,1992-1997,lam,Drimycarpus,luridus,36,36,5.321,0,0.672,0.187,1.806,7,7,5.236,0,0.665,0.159,2.922
Lambir,1992-1997,lam,Dryobalanops,aromatica,7668,7037,5.015,1.712,1.706,1.566,1.852,735,726,4.811,0.256,0.296,0.166,0.501
Lambir,1992-1997,lam,Dryobalanops,lanceolata,881,770,5.46,2.466,2.414,2.009,2.899,54,48,5.416,2.175,1.693,0.755,3.445
Lambir,1992-1997,lam,Drypetes,eriocarpa,239,235,4.911,0.344,0.501,0.241,0.924,21,21,4.793,0,0.554,0.141,1.877
Lambir,1992-1997,lam,Drypetes,laevis,205,194,5.248,1.051,1.064,0.616,1.735,35,33,5.238,1.123,0.952,0.306,2.504
Lambir,1992-1997,lam,Drypetes,longifolia,331,308,5.141,1.401,1.387,0.903,1.97,38,37,5.158,0.517,0.659,0.183,1.834
Lambir,1992-1997,lam,Drypetes,microphylla,9,8,5.164,2.281,1.55,0.429,4.795,1,1,5.52,0,0.873,0.178,4.162
Lambir,1992-1997,lam,Drypetes,myrmecophila,277,258,5.482,1.296,1.294,0.832,1.962,4,4,5.629,0,0.785,0.144,3.3
Lambir,1992-1997,lam,Drypetes,ochrothrix,69,63,5.322,1.709,1.519,0.697,2.809,2,2,5.431,0,0.857,0.175,3.614
Lambir,1992-1997,lam,Drypetes,polyneura,112,103,5.173,1.619,1.507,0.79,2.776,35,34,5.082,0.57,0.674,0.184,2.002
Lambir,1992-1997,lam,Drypetes,sibuyanensis,910,867,4.789,1.011,1.026,0.748,1.355,106,98,4.877,1.609,1.404,0.679,2.571
Lambir,1992-1997,lam,Drypetes,xanthophylloides,479,463,5.366,0.633,0.678,0.407,1.027,65,61,5.361,1.185,1.031,0.412,2.269
Lambir,1992-1997,lam,Durio,acutifolius,620,579,4.917,1.391,1.382,1.002,1.833,72,71,5.107,0.274,0.494,0.154,1.278
Lambir,1992-1997,lam,Durio,crassipes,190,168,4.72,2.607,2.416,1.518,3.595,67,66,4.772,0.315,0.514,0.146,1.41
Lambir,1992-1997,lam,Durio,excelsus,26,26,5.19,0,0.749,0.25,2.101,19,19,5.38,0,0.556,0.131,1.945
Lambir,1992-1997,lam,Durio,graveolens,17,15,5.351,2.339,1.656,0.54,4.195,7,6,5.238,2.943,1.19,0.278,4.351
Lambir,1992-1997,lam,Durio,griffithii,60,59,5.49,0.306,0.685,0.243,1.552,6,6,5.503,0,0.742,0.155,2.975
Lambir,1992-1997,lam,Durio,oxleyanus,1,1,5.046,0,1.306,0.367,4.642,2,2,5.175,0,0.779,0.157,3.364
Lambir,1992-1997,lam,Dyera,costulata,8,8,4.573,0,1.092,0.299,3.527,12,12,5.051,0,0.654,0.163,2.404
Lambir,1992-1997,lam,Dysoxylum,alliaceum,349,330,4.732,1.183,1.164,0.738,1.786,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Dysoxylum,carolinae,12,12,4.995,0,0.98,0.279,2.823,3,3,4.988,0,0.803,0.194,3.308
Lambir,1992-1997,lam,Dysoxylum,cauliflorum,150,134,4.736,2.381,2.204,1.335,3.382,1,1,4.564,0,0.838,0.185,3.916
Lambir,1992-1997,lam,Dysoxylum,flavescens,141,123,5.011,2.726,2.466,1.467,3.771,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Dysoxylum,gaudichaudianum,3,3,5.438,0,1.123,0.328,3.58,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Dysoxylum,grande,36,34,5.288,1.081,1.138,0.41,2.601,9,7,5.337,4.709,1.832,0.461,6.279
Lambir,1992-1997,lam,Elaeocarpus,clementis,257,217,4.757,3.557,3.338,2.447,4.495,26,23,4.984,2.46,1.588,0.502,4.077
Lambir,1992-1997,lam,Elaeocarpus,ferrugineus,2,2,4.528,0,1.288,0.355,4.742,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Elaeocarpus,floribundus,10,9,4.68,2.252,1.487,0.46,4.231,6,6,4.554,0,0.756,0.149,3.098
Lambir,1992-1997,lam,Elaeocarpus,kostermansii,34,28,4.59,4.23,2.884,1.241,5.93,9,9,4.435,0,0.698,0.153,2.93
Lambir,1992-1997,lam,Elaeocarpus,mutabilis,224,199,4.923,2.404,2.277,1.499,3.217,10,10,4.922,0,0.695,0.172,2.63
Lambir,1992-1997,lam,Elaeocarpus,pachyophrys,8,8,4.663,0,1.089,0.301,3.411,3,3,5.061,0,0.809,0.16,3.844
Lambir,1992-1997,lam,Elaeocarpus,petiolatus,13,13,5.057,0,0.997,0.301,2.813,1,1,4.356,0,0.897,0.178,3.99
Lambir,1992-1997,lam,Elaeocarpus,stipularis,7,5,5.424,6.204,2.253,0.683,6.659,2,2,5.477,0,0.81,0.156,3.86
Lambir,1992-1997,lam,Elateriospermum,tapos,676,648,4.594,0.921,0.937,0.633,1.295,459,454,4.521,0.242,0.305,0.141,0.579
Lambir,1992-1997,lam,Ellipanthus,beccarii,19,19,5.005,0,0.843,0.256,2.569,19,18,4.835,1.118,0.892,0.229,2.845
Lambir,1992-1997,lam,Ellipanthus,tomentosus,2,1,5.496,12.611,1.969,0.515,7.012,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Endiandra,clavigera,120,111,4.628,1.684,1.578,0.83,2.706,62,61,4.682,0.347,0.528,0.152,1.518
Lambir,1992-1997,lam,Endiandra,coriacea,135,126,4.912,1.405,1.359,0.724,2.305,26,26,5,0,0.491,0.136,1.751
Lambir,1992-1997,lam,Endospermum,diadenum,22,19,4.852,3.022,2.002,0.711,4.716,9,9,4.973,0,0.677,0.158,2.651
Lambir,1992-1997,lam,Engelhardtia,rigida,2,2,5.676,0,1.329,0.315,4.478,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Enicosanthum,coriaceum,98,92,5.47,1.155,1.151,0.539,2.225,17,16,5.529,1.097,0.914,0.245,2.937
Lambir,1992-1997,lam,Enicosanthum,erianthoides,31,31,5.22,0,0.687,0.209,1.93,1,1,4.791,0,0.837,0.187,4.048
Lambir,1992-1997,lam,Enicosanthum,grandiflorum,19,19,5.454,0,0.816,0.24,2.185,7,7,5.593,0,0.712,0.165,2.819
Lambir,1992-1997,lam,Erycibe,borneensis,95,90,4.876,1.109,1.115,0.538,2.15,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Erycibe,crassipes,303,294,4.582,0.658,0.736,0.4,1.241,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Erycibe,glomerata,401,381,4.935,1.037,1.041,0.645,1.577,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Erythroxylum,latifolium,94,82,4.816,2.836,2.447,1.391,4.098,1,0,5.391,Inf,1.587,0.399,7.767
Lambir,1992-1997,lam,Euonymus,castaneifolius,15,14,4.835,1.427,1.281,0.377,3.682,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Eurya,acuminata,108,50,4.939,15.593,14.099,10.586,18.448,41,29,5.112,6.773,4.996,2.643,8.662
Lambir,1992-1997,lam,Eurycoma,longifolia,98,95,4.939,0.629,0.782,0.334,1.632,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Eusideroxylon,malagangai,21,21,5.516,0,0.753,0.25,2.267,8,8,5.445,0,0.739,0.166,2.717
Lambir,1992-1997,lam,Eusideroxylon,zwageri,5,5,5.522,0,1.092,0.289,3.565,5,5,5.592,0,0.715,0.163,2.983
Lambir,1992-1997,lam,Fagraea,elliptica,140,123,5.035,2.571,2.369,1.413,3.581,8,7,5.343,2.499,1.169,0.263,4.455
Lambir,1992-1997,lam,Fagraea,spicata,1364,1235,5.001,1.987,1.972,1.647,2.313,10,8,5.24,4.258,1.731,0.46,5.782
Lambir,1992-1997,lam,Fagraea,splendens,82,78,4.759,1.051,1.087,0.5,2.264,6,5,5.364,3.399,1.266,0.296,4.812
Lambir,1992-1997,lam,Ficus,aurata,72,63,5.421,2.463,2.151,1.106,3.913,9,6,5.371,7.549,2.78,0.765,8.007
Lambir,1992-1997,lam,Ficus,beccarii,96,67,5.377,6.688,5.885,3.968,8.478,2,1,5.556,12.475,1.502,0.337,7.141
Lambir,1992-1997,lam,Ficus,brunneoaurata,2,2,5.257,0,1.256,0.312,4.672,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,chartacea,130,65,4.988,13.897,12.785,9.782,16.26,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,consociata,2,2,4.389,0,1.114,0.313,4.119,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,fistulosa,97,72,5.043,5.91,5.163,3.392,7.455,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,francisci,53,44,5.415,3.437,2.73,1.418,4.997,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,fulva,8,2,5.346,25.933,8.006,2.883,19.918,1,1,4.326,0,0.815,0.177,4.118
Lambir,1992-1997,lam,Ficus,geocharis,32,29,5.328,1.847,1.534,0.572,3.515,3,1,5.252,20.918,2.629,0.587,10.365
Lambir,1992-1997,lam,Ficus,glandulifera,62,55,5.243,2.285,2.014,0.9,3.721,7,5,5.257,6.4,1.98,0.484,6.6
Lambir,1992-1997,lam,Ficus,grossularioides,27,21,4.793,5.243,3.314,1.348,7.08,1,1,5.394,0,0.916,0.171,4.238
Lambir,1992-1997,lam,Ficus,hemsleyana,2,2,5.461,0,1.266,0.333,4.404,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,kerkhovenii,1,1,5.405,0,1.32,0.309,5.109,1,1,5.574,0,0.83,0.163,4.087
Lambir,1992-1997,lam,Ficus,lamponga,41,34,5.212,3.592,2.689,1.208,5.161,2,2,5.398,0,0.844,0.162,3.52
Lambir,1992-1997,lam,Ficus,setiflora,233,200,4.804,3.179,2.993,2.083,4.107,2,2,5.439,0,0.814,0.166,3.783
Lambir,1992-1997,lam,Ficus,stolonifera,760,597,5.296,4.558,4.507,3.808,5.236,3,2,5.474,7.407,1.416,0.303,5.863
Lambir,1992-1997,lam,Ficus,uncinata,3,1,5.414,20.293,2.894,0.854,9.255,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,variegata,3,3,5.041,0,1.23,0.31,4.233,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Ficus,vasculosa,9,8,5.261,2.239,1.519,0.392,4.571,1,1,5.358,0,0.871,0.184,4.599
Lambir,1992-1997,lam,Ficus,xylophylla,0,0,NA,NA,NA,NA,NA,2,2,5.344,0,0.825,0.164,3.468
Lambir,1992-1997,lam,Flacourtia,rukam,73,61,5.198,3.455,2.901,1.582,4.921,4,4,5.354,0,0.771,0.152,3.239
Lambir,1992-1997,lam,Fordia,brachybotrys,230,213,5.316,1.445,1.4,0.878,2.128,2,1,5.398,12.842,1.571,0.304,7.269
Lambir,1992-1997,lam,Fordia,splendidissima,3624,3357,4.967,1.541,1.533,1.359,1.724,3,3,5.168,0,0.765,0.147,3.094
Lambir,1992-1997,lam,Gaertnera,vaginans,70,66,4.659,1.263,1.244,0.509,2.583,1,0,4.394,Inf,1.681,0.355,8.506
Lambir,1992-1997,lam,Galearia,fulva,681,647,5.013,1.022,1.035,0.731,1.384,3,3,5.093,0,0.806,0.15,3.437
Lambir,1992-1997,lam,Ganua,kingiana,171,168,5.308,0.333,0.535,0.232,0.974,21,21,5.28,0,0.535,0.138,1.918
Lambir,1992-1997,lam,Garcinia,beccarii,102,82,5.035,4.335,3.8,2.379,5.706,2,1,5.717,12.125,1.533,0.312,6.458
Lambir,1992-1997,lam,Garcinia,brevipes,15,15,4.447,0,0.97,0.297,2.805,3,3,4.79,0,0.765,0.159,3.836
Lambir,1992-1997,lam,Garcinia,caudiculata,512,471,5.003,1.668,1.637,1.223,2.178,58,54,4.905,1.457,1.201,0.457,2.628
Lambir,1992-1997,lam,Garcinia,cumingiana,1,1,5.355,0,1.239,0.396,4.729,1,1,5.35,0,0.836,0.16,3.592
Lambir,1992-1997,lam,Garcinia,dulcis,3,3,5.613,0,1.164,0.311,3.969,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Garcinia,forbesii,12,11,4.916,1.77,1.437,0.427,4.395,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Garcinia,gaudichaudii,462,435,4.936,1.22,1.232,0.858,1.728,7,5,5.101,6.597,1.945,0.511,6.958
Lambir,1992-1997,lam,Garcinia,havilandii,28,25,4.767,2.378,1.706,0.615,4.144,5,5,4.455,0,0.744,0.154,3.224
Lambir,1992-1997,lam,Garcinia,linearis,25,24,4.742,0.861,1.084,0.326,3.002,6,6,4.852,0,0.757,0.161,2.891
Lambir,1992-1997,lam,Garcinia,maingayi,537,481,4.968,2.217,2.175,1.64,2.778,42,41,5.185,0.465,0.632,0.196,1.755
Lambir,1992-1997,lam,Garcinia,nervosa,100,93,5.183,1.4,1.344,0.644,2.528,19,17,5.201,2.139,1.322,0.378,3.718
Lambir,1992-1997,lam,Garcinia,penangiana,43,43,5.304,0,0.634,0.222,1.675,3,3,5.384,0,0.769,0.183,3.433
Lambir,1992-1997,lam,Garcinia,rostrata,38,36,5.033,1.074,1.165,0.432,2.702,8,8,5.248,0,0.719,0.148,2.743
Lambir,1992-1997,lam,Garcinia,scortechinii,14,14,4.906,0,0.947,0.277,2.916,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Gardenia,tubifera,111,101,5.093,1.854,1.662,0.9,2.842,10,9,5.094,2.068,1.115,0.291,3.742
Lambir,1992-1997,lam,Gardeniopsis,longifolia,76,73,5.506,0.731,0.853,0.358,1.764,1,1,5.676,0,0.744,0.178,4
Lambir,1992-1997,lam,Gironniera,hirta,451,416,4.933,1.638,1.606,1.161,2.191,138,135,4.724,0.465,0.549,0.213,1.221
Lambir,1992-1997,lam,Gironniera,nervosa,529,474,5.144,2.134,2.086,1.591,2.654,75,71,5.041,1.087,0.939,0.355,2.084
Lambir,1992-1997,lam,Gironniera,subaequalis,297,282,4.631,1.119,1.12,0.664,1.733,86,82,4.604,1.035,0.974,0.358,2.076
Lambir,1992-1997,lam,Glenniea,thorelii,81,77,4.834,1.048,1.071,0.481,2.286,16,15,5.017,1.286,0.949,0.241,3.193
Lambir,1992-1997,lam,Glochidion,auii,404,351,4.694,2.996,2.881,2.178,3.741,6,5,5.206,3.502,1.265,0.28,4.678
Lambir,1992-1997,lam,Glochidion,glomerulatum,13,8,5.163,9.404,4.359,1.649,10.019,9,8,5.434,2.168,1.128,0.285,3.857
Lambir,1992-1997,lam,Glochidion,lambiricum,27,21,4.961,5.066,3.242,1.377,6.798,7,7,5.155,0,0.677,0.165,2.876
Lambir,1992-1997,lam,Glochidion,lanceisepalum,64,48,5.055,5.691,4.622,2.737,7.426,2,2,4.92,0,0.823,0.197,3.974
Lambir,1992-1997,lam,Glochidion,lutescens,27,22,5.017,4.082,2.666,1.108,5.66,7,6,5.058,3.047,1.253,0.266,4.665
Lambir,1992-1997,lam,Gluta,laxiflora,3016,2963,4.744,0.374,0.39,0.306,0.497,440,434,4.827,0.284,0.338,0.166,0.599
Lambir,1992-1997,lam,Gluta,macrocarpa,1707,1652,4.928,0.665,0.673,0.515,0.875,190,187,4.929,0.323,0.415,0.173,0.884
Lambir,1992-1997,lam,Gluta,speciosa,9,8,4.995,2.358,1.456,0.461,4.537,17,17,4.707,0,0.602,0.124,2.167
Lambir,1992-1997,lam,Gluta,wallichii,1633,1481,5.198,1.88,1.867,1.599,2.186,87,76,5.298,2.551,2.184,1.115,3.661
Lambir,1992-1997,lam,Gluta,woodsiana,371,343,4.617,1.7,1.658,1.131,2.318,82,76,4.628,1.642,1.375,0.614,2.674
Lambir,1992-1997,lam,Glycosmis,superba,336,318,4.797,1.148,1.161,0.733,1.677,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Gnetum,gnemon,280,245,4.943,2.701,2.537,1.802,3.565,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Gomphandra,quadrifida,83,75,4.999,2.028,1.818,0.89,3.29,1,1,5.276,0,0.832,0.159,4.079
Lambir,1992-1997,lam,Gomphia,serrata,237,214,4.958,2.059,1.957,1.286,2.848,3,3,5.177,0,0.769,0.141,3.428
Lambir,1992-1997,lam,Goniothalamus,dolichocarpus,213,176,5.335,3.577,3.357,2.433,4.552,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Goniothalamus,umbrosus,1369,1241,5.096,1.926,1.9,1.612,2.253,2,0,5.053,Inf,3.018,0.634,13.782
Lambir,1992-1997,lam,Goniothalamus,uvarioides,407,383,4.73,1.285,1.28,0.854,1.778,1,1,4.326,0,0.846,0.195,3.736
Lambir,1992-1997,lam,Goniothalamus,velutinus,1171,1096,4.887,1.354,1.336,1.073,1.661,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Goniothalamus,woodii,109,104,4.609,1.019,1.055,0.499,1.982,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Gonocaryum,macrophyllum,68,62,5.365,1.722,1.531,0.693,2.929,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Gonocaryum,minus,179,166,4.503,1.674,1.585,0.915,2.595,17,17,4.66,0,0.599,0.135,2.227
Lambir,1992-1997,lam,Gonystylus,affinis,56,56,4.871,0,0.576,0.184,1.513,19,19,5.039,0,0.588,0.141,2.03
Lambir,1992-1997,lam,Gonystylus,borneenis,40,38,5.109,1.004,1.115,0.399,2.699,13,11,5.255,3.179,1.528,0.446,4.822
Lambir,1992-1997,lam,Gonystylus,lucidulus,335,323,4.838,0.754,0.801,0.467,1.299,62,60,4.858,0.675,0.699,0.228,1.786
Lambir,1992-1997,lam,Gonystylus,micranthus,108,103,4.823,0.983,1.023,0.475,1.937,45,42,4.922,1.402,1.122,0.366,2.704
Lambir,1992-1997,lam,Gonystylus,nobilis,69,66,4.871,0.913,1.01,0.401,2.352,9,9,5.145,0,0.656,0.153,2.546
Lambir,1992-1997,lam,Gonystylus,stenosepalus,222,215,4.837,0.662,0.744,0.363,1.303,13,13,5.104,0,0.638,0.151,2.522
Lambir,1992-1997,lam,Greenea,corymbosa,19,16,4.808,3.575,2.124,0.746,5.294,4,3,4.897,5.874,1.415,0.289,5.569
Lambir,1992-1997,lam,Guioa,bijuga,177,161,4.957,1.911,1.784,1.098,2.78,21,20,5.152,0.947,0.9,0.222,2.986
Lambir,1992-1997,lam,Gymnacranthera,bancana,63,59,4.485,1.463,1.349,0.564,2.932,31,31,4.433,0,0.524,0.133,1.686
Lambir,1992-1997,lam,Gymnacranthera,contracta,213,203,4.876,0.986,1.036,0.578,1.683,85,84,4.905,0.241,0.455,0.14,1.187
Lambir,1992-1997,lam,Gymnacranthera,crassinervis,174,164,5.283,1.12,1.131,0.62,1.91,9,9,5.365,0,0.699,0.159,2.8
Lambir,1992-1997,lam,Gymnacranthera,eugeniifolia,591,570,4.818,0.751,0.787,0.489,1.149,118,109,4.781,1.659,1.46,0.752,2.591
Lambir,1992-1997,lam,Gymnacranthera,forbesii,704,672,4.762,0.977,0.991,0.703,1.36,27,26,5.042,0.748,0.783,0.204,2.319
Lambir,1992-1997,lam,Gynotroches,axillaris,707,639,4.916,2.057,2.044,1.591,2.505,49,45,4.696,1.814,1.409,0.528,3.216
Lambir,1992-1997,lam,Helicia,attenuata,32,30,4.632,1.393,1.259,0.457,3.153,1,1,5.377,0,0.828,0.184,4.009
Lambir,1992-1997,lam,Helicia,petiolaris,64,61,5.086,0.944,1.027,0.419,2.239,1,1,4.528,0,0.82,0.175,3.809
Lambir,1992-1997,lam,Heliciopsis,artocarpoides,260,253,4.787,0.57,0.667,0.328,1.154,3,3,4.644,0,0.764,0.171,3.254
Lambir,1992-1997,lam,Heliciopsis,velutina,227,213,4.882,1.304,1.297,0.768,2.033,9,9,5.108,0,0.664,0.156,2.703
Lambir,1992-1997,lam,Heritiera,aurea,79,77,4.655,0.551,0.781,0.306,1.82,15,15,4.691,0,0.603,0.128,2.242
Lambir,1992-1997,lam,Heritiera,borneensis,107,104,5.048,0.563,0.746,0.314,1.487,32,28,5.027,2.656,1.767,0.609,4.011
Lambir,1992-1997,lam,Heritiera,elata,192,179,5.191,1.351,1.328,0.787,2.053,12,12,5.151,0,0.619,0.151,2.272
Lambir,1992-1997,lam,Heritiera,simplicifolia,56,55,5.126,0.352,0.721,0.257,1.749,9,9,5.122,0,0.676,0.156,2.577
Lambir,1992-1997,lam,Heritiera,sumatrana,229,207,5.197,1.944,1.888,1.212,2.775,38,35,5.106,1.611,1.246,0.412,3.074
Lambir,1992-1997,lam,Homalanthus,populneus,9,2,5.478,27.459,9.63,3.49,23.044,0,0,NA,NA,NA,NA,NA
Lambir,1992-1997,lam,Homalium,longifolium,6,6,5.384,0,1.118,0.336,3.812,1,1,5.514,0,0.893,0.16,4.18
Lambir,1992-1997,lam,Hopea,beccariana,432,383,5.256,2.291,2.241,1.651,2.904,34,34,4.724,0,0.469,0.123,1.588
Lambir,1992-1997,lam,Hopea,bracteata,275,257,4.614,1.467,1.436,0.907,2.155,55,53,4.712,0.786,0.782,0.262,2.041
Lambir,1992-1997,lam,Hopea,dryobalanoides,897,832,5.433,1.385,1.386,1.085,1.731,30,27,5.378,1.959,1.37,0.465,3.343
Lambir,1992-1997,lam,Hopea,mesuoides,147,143,5.433,0.508,0.655,0.291,1.36,5,5,5.257,0,0.748,0.145,3.006
Lambir,1992-1997,lam,Hopea,micrantha,51,50,5.097,0.389,0.757,0.287,1.871,13,11,5.108,3.27,1.616,0.431,4.953
Lambir,1992-1997,lam,Hopea,pterygota,831,810,5.339,0.479,0.514,0.332,0.763,93,79,5.373,3.037,2.581,1.437,4.346
Lambir,1992-1997,lam,Horsfieldia,fragillima,123,113,5.392,1.573,1.482,0.778,2.545,23,19,5.372,3.556,2.154,0.722,5.095
Lambir,1992-1997,lam,Horsfieldia,glabra,78,74,4.917,1.071,1.126,0.477,2.263,5,4,5.194,4.296,1.31,0.329,5.546
Lambir,1992-1997,lam,Horsfieldia,gracilis,44,42,4.913,0.947,1.084,0.401,2.656,9,7,4.947,5.08,1.821,0.487,5.98
Lambir,1992-1997,lam,Horsfieldia,grandis,354,315,5.187,2.25,2.18,1.576,2.898,32,30,5.084,1.269,1.009,0.302,2.789
Lambir,1992-1997,lam,Horsfieldia,paucinervis,193,175,5.214,1.878,1.789,1.103,2.797,10,9,5.292,1.991,1.141,0.265,3.743
Lambir,1992-1997,lam,Horsfieldia,polyspherula,54,49,5.204,1.867,1.628,0.726,3.297,11,11,5.224,0,0.632,0.158,2.403
Lambir,1992-1997,lam,Horsfieldia,polyspherula,184,170,4.718,1.677,1.596,0.926,2.596,50,48,4.858,0.84,0.82,0.245,2.114
Lambir,1992-1997,lam,Horsfieldia,reticulata,257,243,4.911,1.141,1.153,0.669,1.777,24,23,5.097,0.835,0.815,0.219,2.465
Lambir,1992-1997,lam,Horsfieldia,sucosa,186,178,4.705,0.934,0.973,0.486,1.711,16,16,4.876,0,0.614,0.123,2.242
Lambir,1992-1997,lam,Horsfieldia,wallichii,752,738,4.732,0.397,0.467,0.271,0.733,90,89,4.916,0.227,0.433,0.143,1.076
